shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
18,-74.038149,40.639726,1
18,-74.038170,40.641845,2
18,-74.032636,40.647381,3
18,-74.026819,40.646655,4
18,-74.029559,40.650106,5
18,-74.022918,40.662899,6
18,-74.023561,40.676342,7
18,-74.018910,40.681564,8
18,-74.012500,40.683800,9
18,-74.011413,40.683118,10
18,-74.013175,40.681002,11
18,-74.011084,40.682966,12
18,-74.011751,40.685816,13
18,-74.006364,40.691514,14
18,-74.002388,40.692403,15
18,-74.003726,40.694018,16
18,-74.002344,40.697176,17
18,-73.997924,40.702725,18
18,-73.995742,40.703551,19
18,-74.000467,40.703133,20
18,-74.004287,40.703469,21
18,-74.006190,40.703230,22
21,-74.006094,40.703016,1
21,-74.005509,40.703473,2
21,-74.004325,40.703368,3
21,-74.003421,40.703300,4
21,-74.002447,40.703292,5
21,-73.990903,40.707368,6
21,-73.979380,40.708816,7
21,-73.975668,40.710117,8
21,-73.973093,40.712362,9
21,-73.969789,40.721600,10
21,-73.968930,40.730934,11
21,-73.970132,40.740543,12
21,-73.970554,40.743666,13
21,-73.970781,40.743766,14
21,-73.970658,40.743926,15
21,-73.970429,40.743819,16
21,-73.970006,40.744145,17
21,-73.963813,40.745439,18
21,-73.959287,40.747353,19
21,-73.957880,40.748046,20
21,-73.957569,40.748622,21
21,-73.957569,40.749188,22
21,-73.956867,40.751109,23
21,-73.954848,40.753237,24
21,-73.953010,40.755569,25
21,-73.952056,40.756894,26
21,-73.952318,40.757006,27
21,-73.952285,40.757040,28
21,-73.952013,40.756925,29
21,-73.948889,40.760244,30
21,-73.941422,40.768517,31
21,-73.939018,40.770044,32
21,-73.935520,40.772027,33
22,-73.935268,40.771980,1
22,-73.937401,40.771037,2
22,-73.941405,40.768522,3
22,-73.942696,40.767101,4
22,-73.948152,40.761048,5
22,-73.950942,40.757892,6
22,-73.952009,40.756930,7
22,-73.952285,40.757036,8
22,-73.952316,40.757002,9
22,-73.952055,40.756895,10
22,-73.953028,40.755562,11
22,-73.954802,40.753265,12
22,-73.956858,40.751102,13
22,-73.957578,40.749209,14
22,-73.957578,40.748615,15
22,-73.957835,40.748045,16
22,-73.959360,40.747340,17
22,-73.963850,40.745432,18
22,-73.969995,40.744142,19
22,-73.970429,40.743831,20
22,-73.970664,40.743927,21
22,-73.970772,40.743760,22
22,-73.970565,40.743675,23
22,-73.968908,40.730871,24
22,-73.969732,40.721734,25
22,-73.973068,40.712399,26
22,-73.975492,40.710160,27
22,-73.979319,40.708830,28
22,-73.990824,40.707436,29
22,-74.002516,40.703248,30
22,-74.004079,40.703336,31
22,-74.004786,40.703454,32
22,-74.005509,40.703460,33
22,-74.006117,40.702982,34
27,-73.882633,40.567323,1
27,-73.882460,40.567020,2
27,-73.882090,40.566390,3
27,-73.881970,40.566570,4
27,-73.881882,40.566688,5
27,-73.881760,40.566850,6
27,-73.881680,40.566920,7
27,-73.881530,40.567020,8
27,-73.881370,40.567090,9
27,-73.881170,40.567130,10
27,-73.880790,40.567140,11
27,-73.880420,40.567100,12
27,-73.880140,40.567120,13
27,-73.879880,40.567160,14
27,-73.879700,40.567210,15
27,-73.879340,40.567410,16
27,-73.879040,40.567530,17
27,-73.878700,40.567680,18
27,-73.878360,40.567820,19
27,-73.877450,40.568230,20
27,-73.876630,40.568620,21
27,-73.874710,40.569540,22
27,-73.874560,40.569610,23
27,-73.872130,40.570770,24
27,-73.871730,40.570940,25
27,-73.871410,40.571040,26
27,-73.871030,40.571100,27
27,-73.870490,40.571120,28
27,-73.870330,40.571120,29
27,-73.869790,40.571000,30
27,-73.869520,40.570920,31
27,-73.869250,40.570800,32
27,-73.868970,40.570640,33
27,-73.868790,40.570520,34
27,-73.868530,40.570210,35
27,-73.868340,40.569920,36
27,-73.868180,40.569620,37
27,-73.868120,40.569400,38
27,-73.868120,40.568930,39
27,-73.868150,40.568830,40
27,-73.868160,40.568740,41
27,-73.868270,40.568520,42
27,-73.868590,40.568100,43
27,-73.868760,40.567930,44
27,-73.869050,40.567730,45
27,-73.869400,40.567560,46
27,-73.869860,40.567420,47
27,-73.871490,40.566870,48
27,-73.871860,40.566740,49
27,-73.872250,40.566600,50
27,-73.872810,40.566400,51
27,-73.873000,40.566360,52
27,-73.873110,40.566300,53
27,-73.873140,40.566190,54
27,-73.873115,40.566164,55
27,-73.873140,40.566190,56
27,-73.873050,40.566100,57
27,-73.872890,40.566080,58
27,-73.869750,40.567150,59
27,-73.868350,40.567620,60
27,-73.867790,40.567840,61
27,-73.867120,40.568100,62
27,-73.865330,40.568800,63
27,-73.864070,40.569310,64
27,-73.863280,40.569630,65
27,-73.862490,40.569950,66
27,-73.862380,40.569990,67
27,-73.861600,40.570330,68
27,-73.860800,40.570650,69
27,-73.860010,40.570980,70
27,-73.859210,40.571300,71
27,-73.858420,40.571630,72
27,-73.858320,40.571670,73
27,-73.857530,40.572000,74
27,-73.856730,40.572320,75
27,-73.855940,40.572660,76
27,-73.855140,40.572980,77
27,-73.854350,40.573300,78
27,-73.853560,40.573640,79
27,-73.852740,40.573960,80
27,-73.851960,40.574290,81
27,-73.851170,40.574610,82
27,-73.850360,40.574940,83
27,-73.849580,40.575260,84
27,-73.848790,40.575580,85
27,-73.847980,40.575920,86
27,-73.847140,40.576270,87
27,-73.846310,40.576600,88
27,-73.846210,40.576650,89
27,-73.845510,40.576980,90
27,-73.844700,40.577310,91
27,-73.843880,40.577590,92
27,-73.843060,40.577880,93
27,-73.842220,40.578140,94
27,-73.841390,40.578410,95
27,-73.840570,40.578690,96
27,-73.839750,40.578960,97
27,-73.838930,40.579240,98
27,-73.838100,40.579510,99
27,-73.837280,40.579790,100
27,-73.837130,40.579840,101
27,-73.836720,40.579960,102
27,-73.836280,40.580100,103
27,-73.835430,40.580320,104
27,-73.834580,40.580550,105
27,-73.833730,40.580790,106
27,-73.832950,40.581010,107
27,-73.832880,40.581030,108
27,-73.832780,40.581050,109
27,-73.832450,40.581130,110
27,-73.832030,40.581250,111
27,-73.831930,40.581280,112
27,-73.830880,40.581570,113
27,-73.830770,40.581600,114
27,-73.830110,40.581791,115
27,-73.829910,40.581850,116
27,-73.830230,40.582590,117
27,-73.830680,40.583470,118
27,-73.830950,40.583980,119
27,-73.831180,40.583930,120
27,-73.831730,40.583784,121
36,-73.971809,40.743556,1
36,-73.971610,40.743850,2
36,-73.971540,40.743960,3
36,-73.971420,40.744060,4
36,-73.971151,40.744345,5
36,-73.971050,40.744450,6
36,-73.971000,40.744500,7
36,-73.971360,40.744560,8
36,-73.971920,40.744790,9
36,-73.972260,40.744940,10
36,-73.972580,40.745070,11
36,-73.973030,40.744450,12
36,-73.973210,40.744190,13
36,-73.973510,40.743780,14
36,-73.974470,40.744180,15
36,-73.975230,40.744510,16
36,-73.975900,40.744790,17
36,-73.977360,40.745400,18
36,-73.978110,40.745730,19
36,-73.978970,40.746090,20
36,-73.979240,40.746200,21
36,-73.979720,40.746400,22
36,-73.980110,40.746560,23
36,-73.980930,40.746900,24
36,-73.981135,40.746989,25
36,-73.981250,40.747040,26
36,-73.981340,40.747080,27
36,-73.981430,40.747110,28
36,-73.982130,40.747410,29
36,-73.982360,40.747510,30
36,-73.982960,40.747770,31
36,-73.982470,40.748430,32
36,-73.982020,40.749050,33
36,-73.981570,40.749670,34
36,-73.981464,40.749817,35
36,-73.981120,40.750280,36
36,-73.980670,40.750910,37
36,-73.980220,40.751520,38
36,-73.979770,40.752140,39
36,-73.979270,40.752830,40
36,-73.978780,40.753480,41
36,-73.978330,40.754100,42
36,-73.977870,40.754730,43
36,-73.977420,40.755350,44
36,-73.976960,40.755980,45
36,-73.976500,40.756600,46
36,-73.975580,40.756220,47
36,-73.974940,40.755950,48
36,-73.974780,40.755880,49
36,-73.974430,40.755730,50
36,-73.974010,40.755550,51
36,-73.973750,40.755440,52
36,-73.973270,40.755240,53
36,-73.973730,40.754620,54
36,-73.974080,40.754140,55
36,-73.974190,40.753990,56
36,-73.974420,40.753670,57
36,-73.974650,40.753370,58
36,-73.975100,40.752740,59
36,-73.975350,40.752400,60
36,-73.975420,40.752310,61
36,-73.975560,40.752120,62
36,-73.975810,40.751770,63
36,-73.975890,40.751660,64
36,-73.976020,40.751470,65
36,-73.976540,40.750780,66
36,-73.976990,40.750150,67
36,-73.977430,40.749540,68
36,-73.977890,40.748920,69
36,-73.978340,40.748300,70
36,-73.978790,40.747680,71
36,-73.979183,40.747147,72
36,-73.979240,40.747070,73
36,-73.979720,40.746400,74
36,-73.979240,40.746200,75
36,-73.978970,40.746090,76
36,-73.978793,40.746015,77
36,-73.978110,40.745730,78
36,-73.977360,40.745400,79
36,-73.975900,40.744790,80
36,-73.975230,40.744510,81
36,-73.974470,40.744180,82
36,-73.973510,40.743780,83
36,-73.973010,40.743570,84
36,-73.972730,40.743460,85
36,-73.972210,40.743240,86
36,-73.972160,40.743230,87
36,-73.972110,40.743210,88
36,-73.972060,40.743190,89
36,-73.971840,40.743510,90
36,-73.971681,40.743745,91
37,-73.831450,40.583856,1
37,-73.833440,40.583330,2
37,-73.834590,40.582960,3
37,-73.834210,40.582400,4
37,-73.833980,40.582140,5
37,-73.833790,40.582010,6
37,-73.833430,40.581880,7
37,-73.833240,40.581870,8
37,-73.832940,40.581890,9
37,-73.831530,40.582210,10
37,-73.830230,40.582590,11
37,-73.829910,40.581850,12
37,-73.829590,40.581950,13
37,-73.829160,40.582080,14
37,-73.827660,40.582550,15
37,-73.826070,40.583010,16
37,-73.823070,40.583900,17
37,-73.822580,40.583150,18
37,-73.821720,40.583570,19
37,-73.821100,40.583860,20
37,-73.820340,40.584220,21
37,-73.819570,40.584590,22
37,-73.818800,40.584950,23
37,-73.818050,40.585310,24
37,-73.817280,40.585660,25
37,-73.817170,40.585710,26
37,-73.816700,40.585930,27
37,-73.816560,40.586000,28
37,-73.815440,40.586460,29
37,-73.814650,40.586780,30
37,-73.813850,40.587120,31
37,-73.813050,40.587350,32
37,-73.812450,40.587410,33
37,-73.812160,40.587440,34
37,-73.811888,40.587472,35
37,-73.811240,40.587550,36
37,-73.811100,40.587600,37
37,-73.810630,40.587670,38
37,-73.809860,40.587740,39
37,-73.807450,40.588000,40
37,-73.807280,40.587990,41
37,-73.806350,40.588080,42
37,-73.805140,40.588210,43
37,-73.804310,40.588300,44
37,-73.803890,40.588400,45
37,-73.803540,40.588450,46
37,-73.802800,40.588650,47
37,-73.802000,40.588870,48
37,-73.801120,40.589090,49
37,-73.800960,40.589130,50
37,-73.800180,40.589400,51
37,-73.799340,40.589690,52
37,-73.798440,40.589990,53
37,-73.797860,40.590180,54
37,-73.796870,40.590480,55
37,-73.795910,40.590750,56
37,-73.795120,40.590950,57
37,-73.794030,40.591240,58
37,-73.793170,40.591460,59
37,-73.792250,40.591700,60
37,-73.791510,40.591880,61
37,-73.791380,40.591890,62
37,-73.791470,40.593130,63
37,-73.791220,40.593190,64
37,-73.791020,40.593270,65
37,-73.789130,40.594040,66
37,-73.788080,40.594470,67
37,-73.787230,40.594810,68
37,-73.787080,40.594850,69
37,-73.786940,40.594880,70
37,-73.786260,40.594940,71
37,-73.785730,40.594980,72
37,-73.785510,40.595000,73
37,-73.784550,40.595070,74
37,-73.784130,40.595100,75
37,-73.783610,40.595140,76
37,-73.782700,40.595200,77
37,-73.781840,40.595260,78
37,-73.780920,40.595320,79
37,-73.780463,40.595347,80
37,-73.779940,40.595380,81
37,-73.779030,40.595450,82
37,-73.778220,40.595500,83
37,-73.777390,40.595550,84
37,-73.776550,40.595610,85
37,-73.775720,40.595670,86
37,-73.774770,40.595730,87
37,-73.774590,40.595730,88
37,-73.773870,40.595760,89
37,-73.772820,40.595770,90
37,-73.772310,40.595790,91
37,-73.771500,40.595910,92
37,-73.770650,40.596000,93
37,-73.770920,40.597360,94
37,-73.770000,40.597470,95
37,-73.769000,40.597570,96
37,-73.768730,40.596210,97
37,-73.769210,40.596158,98
38,-73.831451,40.583857,1
38,-73.833440,40.583330,2
38,-73.834590,40.582960,3
38,-73.835530,40.582660,4
38,-73.836120,40.582480,5
38,-73.836370,40.582400,6
38,-73.836740,40.582280,7
38,-73.837420,40.582060,8
38,-73.837456,40.582048,9
38,-73.837900,40.581910,10
38,-73.838140,40.581850,11
38,-73.838400,40.581770,12
38,-73.837280,40.579790,13
38,-73.838100,40.579510,14
38,-73.838930,40.579240,15
38,-73.839750,40.578960,16
38,-73.840570,40.578690,17
38,-73.841390,40.578410,18
38,-73.842220,40.578140,19
38,-73.843060,40.577880,20
38,-73.843880,40.577590,21
38,-73.844700,40.577310,22
38,-73.845510,40.576980,23
38,-73.845998,40.576817,24
38,-73.846380,40.576690,25
38,-73.847190,40.576350,26
38,-73.848020,40.576010,27
38,-73.848850,40.575670,28
38,-73.849640,40.575350,29
38,-73.850410,40.575020,30
38,-73.851230,40.574700,31
38,-73.852030,40.574370,32
38,-73.852800,40.574050,33
38,-73.853610,40.573720,34
38,-73.854400,40.573400,35
38,-73.855190,40.573070,36
38,-73.855980,40.572740,37
38,-73.856780,40.572420,38
38,-73.857590,40.572100,39
38,-73.858380,40.571780,40
38,-73.858480,40.571740,41
38,-73.858533,40.571718,42
38,-73.859280,40.571410,43
38,-73.860070,40.571080,44
38,-73.860860,40.570750,45
38,-73.861660,40.570430,46
38,-73.862450,40.570110,47
38,-73.862560,40.570070,48
38,-73.863340,40.569740,49
38,-73.864130,40.569410,50
38,-73.864700,40.569220,51
38,-73.865100,40.569110,52
38,-73.865510,40.569040,53
38,-73.865820,40.569010,54
38,-73.866120,40.569020,55
38,-73.866550,40.569100,56
38,-73.866940,40.569210,57
38,-73.867110,40.569300,58
38,-73.867310,40.569320,59
38,-73.867470,40.569310,60
38,-73.867720,40.569250,61
38,-73.867950,40.569120,62
38,-73.868020,40.569060,63
38,-73.868120,40.568930,64
38,-73.868150,40.568830,65
38,-73.868160,40.568740,66
38,-73.868270,40.568520,67
38,-73.868590,40.568100,68
38,-73.868760,40.567930,69
38,-73.869050,40.567730,70
38,-73.869110,40.567700,71
38,-73.869400,40.567560,72
38,-73.869860,40.567420,73
38,-73.871490,40.566870,74
38,-73.871860,40.566740,75
38,-73.872250,40.566600,76
38,-73.872810,40.566400,77
38,-73.873000,40.566360,78
38,-73.873058,40.566328,79
38,-73.873110,40.566300,80
38,-73.873140,40.566190,81
38,-73.873050,40.566100,82
38,-73.872890,40.566080,83
38,-73.872670,40.566150,84
38,-73.872467,40.566220,85
38,-73.871720,40.566470,86
38,-73.871400,40.566580,87
38,-73.869750,40.567150,88
38,-73.868350,40.567620,89
38,-73.867790,40.567840,90
38,-73.867120,40.568100,91
38,-73.866880,40.568180,92
38,-73.866720,40.568300,93
38,-73.866630,40.568390,94
38,-73.866570,40.568560,95
38,-73.866570,40.568740,96
38,-73.866590,40.568840,97
38,-73.866720,40.569040,98
38,-73.866830,40.569130,99
38,-73.866940,40.569210,100
38,-73.867110,40.569300,101
38,-73.867340,40.569450,102
38,-73.867510,40.569600,103
38,-73.867770,40.569920,104
38,-73.867880,40.570070,105
38,-73.868180,40.570480,106
38,-73.868530,40.570860,107
38,-73.868720,40.571030,108
38,-73.868970,40.571180,109
38,-73.869310,40.571350,110
38,-73.869640,40.571450,111
38,-73.869940,40.571500,112
38,-73.870420,40.571520,113
38,-73.870660,40.571520,114
38,-73.871010,40.571480,115
38,-73.871290,40.571410,116
38,-73.872260,40.570990,117
38,-73.874860,40.569740,118
38,-73.876690,40.568850,119
38,-73.877370,40.568670,120
38,-73.877620,40.568613,121
38,-73.877900,40.568550,122
38,-73.878450,40.568480,123
38,-73.879690,40.568380,124
38,-73.879890,40.568340,125
38,-73.880200,40.568250,126
38,-73.881170,40.567850,127
38,-73.881290,40.567810,128
38,-73.881470,40.567750,129
38,-73.881720,40.567690,130
38,-73.882010,40.567640,131
38,-73.882390,40.567610,132
38,-73.882790,40.567550,133
38,-73.882700,40.567440,134
38,-73.882492,40.567076,135
39,-73.768918,40.596190,1
39,-73.769750,40.596100,2
39,-73.770650,40.596000,3
39,-73.771500,40.595910,4
39,-73.772310,40.595790,5
39,-73.772820,40.595770,6
39,-73.773870,40.595760,7
39,-73.774590,40.595730,8
39,-73.774770,40.595730,9
39,-73.775720,40.595670,10
39,-73.776550,40.595610,11
39,-73.777390,40.595550,12
39,-73.778220,40.595500,13
39,-73.779030,40.595450,14
39,-73.779940,40.595380,15
39,-73.780920,40.595320,16
39,-73.781117,40.595307,17
39,-73.781840,40.595260,18
39,-73.782700,40.595200,19
39,-73.783610,40.595140,20
39,-73.784130,40.595100,21
39,-73.784550,40.595070,22
39,-73.785510,40.595000,23
39,-73.785730,40.594980,24
39,-73.786260,40.594940,25
39,-73.786940,40.594880,26
39,-73.787080,40.594850,27
39,-73.787230,40.594810,28
39,-73.788080,40.594470,29
39,-73.789130,40.594040,30
39,-73.789040,40.592980,31
39,-73.788940,40.592150,32
39,-73.789650,40.592080,33
39,-73.790530,40.591890,34
39,-73.791380,40.591890,35
39,-73.791680,40.591850,36
39,-73.794290,40.591170,37
39,-73.795120,40.590950,38
39,-73.795910,40.590750,39
39,-73.797860,40.590180,40
39,-73.798440,40.589990,41
39,-73.799340,40.589690,42
39,-73.800180,40.589400,43
39,-73.800960,40.589130,44
39,-73.801120,40.589090,45
39,-73.802000,40.588870,46
39,-73.802800,40.588650,47
39,-73.803540,40.588450,48
39,-73.803890,40.588400,49
39,-73.804310,40.588300,50
39,-73.805140,40.588210,51
39,-73.806350,40.588080,52
39,-73.807280,40.587990,53
39,-73.807450,40.588000,54
39,-73.809860,40.587740,55
39,-73.810630,40.587670,56
39,-73.811100,40.587600,57
39,-73.811240,40.587550,58
39,-73.812160,40.587440,59
39,-73.812450,40.587410,60
39,-73.813050,40.587350,61
39,-73.813850,40.587120,62
39,-73.814650,40.586780,63
39,-73.815440,40.586460,64
39,-73.816560,40.586000,65
39,-73.816700,40.585930,66
39,-73.817170,40.585710,67
39,-73.817280,40.585660,68
39,-73.818050,40.585310,69
39,-73.818800,40.584950,70
39,-73.819570,40.584590,71
39,-73.820340,40.584220,72
39,-73.821100,40.583860,73
39,-73.821720,40.583570,74
39,-73.822580,40.583150,75
39,-73.823070,40.583900,76
39,-73.826070,40.583010,77
39,-73.827660,40.582550,78
39,-73.829160,40.582080,79
39,-73.829590,40.581950,80
39,-73.830060,40.582420,81
39,-73.830230,40.582590,82
39,-73.830680,40.583470,83
39,-73.830700,40.583500,84
39,-73.830910,40.583900,85
39,-73.830950,40.583980,86
39,-73.831180,40.583930,87
39,-73.831730,40.583784,88
40,-74.006204,40.703169,1
40,-74.005464,40.703519,2
40,-74.004685,40.703455,3
40,-74.003855,40.702971,4
40,-74.004163,40.701873,5
40,-74.004188,40.700215,6
40,-74.006007,40.698349,7
40,-74.010232,40.690066,8
40,-74.019561,40.680798,9
40,-74.021249,40.678667,10
40,-74.021872,40.677126,11
40,-74.022368,40.666074,12
40,-74.023439,40.660397,13
40,-74.025251,40.656131,14
40,-74.028724,40.650525,15
40,-74.031354,40.646906,16
40,-74.034768,40.645607,17
40,-74.038373,40.642601,18
40,-74.041254,40.639116,19
40,-74.044386,40.627640,20
40,-74.044666,40.621731,21
40,-74.042614,40.613028,22
40,-74.040468,40.607807,23
40,-74.037388,40.602376,24
40,-74.028476,40.589152,25
40,-74.020888,40.579963,26
40,-74.014268,40.572003,27
40,-74.010739,40.569817,28
40,-74.006474,40.568682,29
40,-73.988682,40.565954,30
40,-73.980590,40.565720,31
40,-73.971355,40.566106,32
40,-73.948083,40.563445,33
40,-73.939251,40.562744,34
40,-73.933852,40.562603,35
40,-73.929294,40.563262,36
40,-73.884949,40.573716,37
40,-73.867578,40.577870,38
40,-73.855540,40.582908,39
40,-73.850421,40.583650,40
40,-73.831224,40.584166,41
41,-73.831271,40.584164,1
41,-73.836088,40.584060,2
41,-73.841275,40.584026,3
41,-73.852442,40.583656,4
41,-73.854829,40.583216,5
41,-73.857393,40.582270,6
41,-73.861165,40.580554,7
41,-73.867578,40.577944,8
41,-73.872139,40.576854,9
41,-73.884453,40.573922,10
41,-73.893169,40.572407,11
41,-73.904571,40.569980,12
41,-73.916883,40.566968,13
41,-73.925850,40.564361,14
41,-73.929926,40.563307,15
41,-73.934058,40.562777,16
41,-73.939040,40.562824,17
41,-73.948213,40.563561,18
41,-73.957752,40.564748,19
41,-73.971489,40.566358,20
41,-73.980729,40.565812,21
41,-73.988773,40.566021,22
41,-74.000286,40.567960,23
41,-74.006520,40.568942,24
41,-74.010761,40.569916,25
41,-74.014209,40.571927,26
41,-74.017085,40.575490,27
41,-74.024098,40.583308,28
41,-74.028538,40.588971,29
41,-74.033195,40.596223,30
41,-74.038959,40.605163,31
41,-74.041960,40.612173,32
41,-74.043721,40.618505,33
41,-74.044265,40.621926,34
41,-74.044306,40.626962,35
41,-74.043524,40.631565,36
41,-74.042660,40.635314,37
41,-74.042044,40.637307,38
